RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
0.82,0.433,0.926,0.0,0.0,0.0,0.821,0.433,0.927
0.04,0.026,0.046,0.0,0.0,0.0,0.04,0.026,0.046
4.878,6.005,4.968,,,,4.872,6.005,4.962
