RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.14,9.941,3.755,58.261,69.358,55.061,63.4,79.299,58.816
0.137,0.262,0.11,0.6,0.151,0.756,0.697,0.282,0.822
2.665,2.636,2.929,1.03,0.218,1.373,1.099,0.356,1.398
