RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
15.893,19.629,14.817,5.677,25.372,0.0,21.57,45.0,14.817
0.145,0.143,0.147,0.015,0.066,0.0,0.131,0.083,0.147
0.912,0.729,0.992,0.264,0.26,,0.607,0.184,0.992
