RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.407,6.044,3.936,0.001,0.0,0.001,4.408,6.044,3.938
0.12,0.184,0.109,0.0,0.0,0.0,0.12,0.184,0.11
2.723,3.044,2.769,0.0,,0.0,2.722,3.044,2.793
