RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.949,7.858,4.111,0.001,0.0,0.001,4.949,7.858,4.112
0.17,0.257,0.151,0.0,0.0,0.0,0.17,0.257,0.151
3.435,3.271,3.673,0.0,,0.0,3.435,3.271,3.672
