RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.984,7.502,4.259,0.001,0.0,0.001,4.984,7.502,4.26
0.169,0.249,0.153,0.0,0.0,0.0,0.169,0.249,0.153
3.391,3.319,3.592,0.0,,0.0,3.391,3.319,3.592
