RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.242,6.642,4.84,0.0,0.0,0.0,5.243,6.642,4.841
0.156,0.198,0.156,0.0,0.0,0.0,0.156,0.198,0.156
2.976,2.981,3.223,,,,2.975,2.981,3.222
