RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.098,12.185,3.058,0.0,0.0,0.001,5.098,12.185,3.059
0.172,0.361,0.135,0.0,0.0,0.0,0.172,0.361,0.135
3.374,2.963,4.415,,,0.0,3.374,2.963,4.413
