RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.172,5.918,3.67,0.001,0.0,0.001,4.173,5.918,3.671
0.119,0.182,0.108,0.0,0.0,0.0,0.119,0.182,0.108
2.852,3.075,2.943,0.0,,0.0,2.852,3.075,2.942
