RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.21,5.947,3.711,0.001,0.0,0.001,4.211,5.947,3.712
0.119,0.183,0.108,0.0,0.0,0.0,0.119,0.183,0.108
2.827,3.077,2.91,0.0,,0.0,2.826,3.077,2.909
