RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
17.679,58.956,5.779,0.0,0.0,0.0,17.679,58.956,5.779
0.068,0.061,0.078,0.0,0.0,0.0,0.068,0.061,0.078
0.385,0.103,1.35,,,,0.385,0.103,1.35
