RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
0.677,1.375,0.476,8.965,11.988,8.095,9.642,13.364,8.571
0.06,0.101,0.052,0.22,0.291,0.224,0.241,0.276,0.248
8.863,7.345,10.924,2.454,2.427,2.767,2.499,2.065,2.893
