RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.84,4.161,2.46,1.168,4.055,0.338,4.008,8.216,2.798
0.108,0.128,0.104,0.035,0.121,0.013,0.123,0.205,0.111
3.803,3.076,4.228,2.997,2.984,3.846,3.069,2.495,3.967
