RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.526,6.157,4.056,0.001,0.0,0.001,4.527,6.157,4.058
0.12,0.185,0.11,0.0,0.0,0.0,0.12,0.185,0.11
2.651,3.005,2.712,0.0,,0.0,2.651,3.005,2.711
