RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.947,8.537,3.914,0.001,0.0,0.001,4.948,8.537,3.915
0.17,0.274,0.148,0.0,0.0,0.0,0.17,0.274,0.148
3.436,3.21,3.781,0.0,,0.0,3.436,3.21,3.78
