RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.599,11.244,1.399,0.001,0.0,0.001,3.6,11.244,1.4
0.109,0.308,0.063,0.0,0.0,0.0,0.109,0.308,0.063
3.029,2.739,4.503,0.0,,0.0,3.028,2.739,4.5
