RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.952,9.086,3.762,0.001,0.0,0.002,4.954,9.086,3.764
0.171,0.287,0.146,0.0,0.0,0.0,0.171,0.287,0.146
3.453,3.159,3.881,0.0,,0.0,3.452,3.159,3.879
