RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.232,13.84,2.755,0.001,0.0,0.001,5.233,13.84,2.757
0.171,0.398,0.13,0.0,0.0,0.0,0.171,0.398,0.13
3.268,2.876,4.719,0.0,,0.0,3.268,2.876,4.715
