RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.33,4.36,1.745,19.656,51.726,10.412,21.986,56.086,12.157
0.102,0.142,0.102,0.206,0.199,0.226,0.224,0.188,0.252
4.378,3.257,5.845,1.048,0.385,2.171,1.019,0.335,2.073
