RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
7.09,8.958,6.489,0.0,0.0,0.0,7.09,8.958,6.489
0.22,0.271,0.204,0.0,0.0,0.0,0.22,0.271,0.204
3.103,3.025,3.144,,,,3.103,3.025,3.144
