RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
6.953,18.956,3.493,7.381,32.988,0.0,14.334,51.944,3.493
0.104,0.266,0.075,0.033,0.147,0.0,0.075,0.13,0.075
1.496,1.403,2.147,0.447,0.446,,0.523,0.25,2.147
