RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.222,4.708,5.37,0.0,0.0,0.0,5.222,4.708,5.37
0.135,0.15,0.142,0.0,0.0,0.0,0.135,0.15,0.142
2.585,3.186,2.644,,,,2.585,3.186,2.644
