RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.656,1.085,5.684,0.365,1.633,0.0,5.021,2.718,5.684
0.109,0.057,0.13,0.007,0.033,0.0,0.115,0.075,0.13
2.341,5.253,2.287,1.918,2.021,,2.29,2.759,2.287
