RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.106,1.985,3.375,1.903,5.052,1.147,5.009,7.037,4.522
0.057,0.078,0.063,0.016,0.058,0.011,0.065,0.097,0.064
1.835,3.929,1.867,0.841,1.148,0.959,1.298,1.378,1.415
