RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
0.336,0.341,0.334,88.957,92.508,87.935,89.293,92.849,88.27
0.094,0.099,0.092,1.054,0.643,1.173,1.072,0.658,1.192
27.976,29.032,27.545,1.185,0.695,1.334,1.201,0.709,1.35
