RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.476,10.266,2.809,0.0,0.0,0.0,4.476,10.266,2.809
0.133,0.28,0.099,0.0,0.0,0.0,0.133,0.28,0.099
2.971,2.727,3.524,,,,2.971,2.727,3.524
