RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.814,9.596,0.862,0.0,0.0,0.0,2.814,9.596,0.862
0.06,0.18,0.041,0.0,0.0,0.0,0.06,0.18,0.041
2.132,1.876,4.756,,,,2.132,1.876,4.756
