RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
27.465,1.727,34.871,0.0,0.0,0.0,27.465,1.727,34.871
0.276,0.051,0.348,0.0,0.0,0.0,0.276,0.051,0.348
1.005,2.953,0.998,,,,1.005,2.953,0.998
