RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.113,4.528,1.417,21.641,54.084,12.289,23.754,58.611,13.707
0.067,0.124,0.06,0.198,0.168,0.225,0.23,0.208,0.256
3.171,2.739,4.234,0.915,0.311,1.831,0.968,0.355,1.868
