RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
39.764,60.979,33.659,0.002,0.0,0.003,39.767,60.979,33.662
0.17,0.136,0.182,0.0,0.0,0.0,0.17,0.136,0.182
0.428,0.223,0.541,0.0,,0.0,0.427,0.223,0.541
