RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
8.401,22.194,4.431,20.795,45.368,13.723,29.195,67.561,18.155
0.117,0.274,0.088,0.197,0.107,0.254,0.296,0.229,0.326
1.393,1.235,1.986,0.947,0.236,1.851,1.014,0.339,1.796
