RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
0.96,0.461,1.097,0.0,0.0,0.0,0.96,0.461,1.097
0.056,0.042,0.063,0.0,0.0,0.0,0.056,0.042,0.063
5.833,9.111,5.743,,,,5.833,9.111,5.743
