RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
6.125,1.305,7.512,0.0,0.0,0.0,6.125,1.305,7.512
0.111,0.06,0.136,0.0,0.0,0.0,0.111,0.06,0.136
1.812,4.598,1.81,,,,1.812,4.598,1.81
