RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.706,3.95,4.924,0.162,0.726,0.0,4.868,4.676,4.924
0.139,0.139,0.15,0.006,0.027,0.0,0.144,0.16,0.15
2.954,3.519,3.046,3.704,3.719,,2.958,3.422,3.046
