RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.711,3.943,4.932,0.162,0.725,0.0,4.873,4.668,4.932
0.14,0.14,0.15,0.006,0.027,0.0,0.145,0.161,0.15
2.972,3.551,3.041,3.704,3.724,,2.976,3.449,3.041
