RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
1.441,2.551,1.121,9.349,13.102,8.269,10.79,15.654,9.391
0.11,0.157,0.102,0.253,0.316,0.259,0.299,0.32,0.31
7.634,6.154,9.099,2.706,2.412,3.132,2.771,2.044,3.301
