RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.894,7.681,5.38,10.415,44.466,0.616,16.309,52.147,5.996
0.103,0.132,0.095,0.013,0.076,0.008,0.092,0.063,0.102
1.748,1.719,1.766,0.125,0.171,1.299,0.564,0.121,1.701
