RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.933,7.801,2.82,8.184,14.445,6.383,12.118,22.246,9.203
0.144,0.275,0.114,0.259,0.434,0.223,0.383,0.651,0.321
3.661,3.525,4.043,3.165,3.004,3.494,3.161,2.926,3.488
