RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.552,1.543,5.418,8.421,19.584,5.209,12.974,21.127,10.627
0.095,0.066,0.112,0.138,0.155,0.137,0.212,0.168,0.227
2.087,4.277,2.067,1.639,0.791,2.63,1.634,0.795,2.136
