RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.352,6.27,5.088,0.0,0.0,0.0,5.352,6.27,5.088
0.11,0.171,0.108,0.0,0.0,0.0,0.11,0.171,0.108
2.055,2.727,2.123,,,,2.055,2.727,2.123
