RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
25.984,60.147,17.664,0.01,0.0,0.012,25.993,60.147,17.676
0.171,0.122,0.184,0.0,0.0,0.0,0.171,0.122,0.184
0.658,0.203,1.042,0.0,,0.0,0.658,0.203,1.041
