RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.012,3.866,1.478,3.397,7.027,2.352,5.408,10.893,3.83
0.105,0.174,0.096,0.086,0.23,0.068,0.143,0.228,0.144
5.219,4.501,6.495,2.532,3.273,2.891,2.644,2.093,3.76
