RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
14.47,45.276,6.968,0.001,0.0,0.001,14.471,45.276,6.969
0.163,0.255,0.15,0.0,0.0,0.0,0.163,0.255,0.15
1.126,0.563,2.153,0.0,,0.0,1.126,0.563,2.152
