RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.476,1.904,3.929,0.0,0.0,0.0,3.476,1.904,3.929
0.092,0.077,0.105,0.0,0.0,0.0,0.092,0.077,0.105
2.647,4.044,2.672,,,,2.647,4.044,2.672
