RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
7.737,32.182,1.063,0.0,0.0,0.0,7.737,32.182,1.063
0.034,0.043,0.035,0.0,0.0,0.0,0.034,0.043,0.035
0.439,0.134,3.293,,,,0.439,0.134,3.293
