RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
1.905,2.602,1.704,0.0,0.0,0.0,1.905,2.602,1.704
0.109,0.137,0.108,0.0,0.0,0.0,0.109,0.137,0.108
5.722,5.265,6.338,,,,5.722,5.265,6.338
