RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
0.0,0.0,0.0,6.486,7.699,6.137,6.486,7.699,6.137
0.0,0.0,0.0,0.494,0.503,0.494,0.494,0.503,0.494
,,,7.616,6.533,8.05,7.616,6.533,8.05
