RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.914,6.001,4.6,19.408,54.696,9.234,24.322,60.698,13.834
0.105,0.119,0.103,0.093,0.064,0.132,0.179,0.062,0.213
2.137,1.983,2.239,0.479,0.117,1.429,0.736,0.102,1.54
