RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
6.0,24.026,0.804,0.0,0.0,0.0,6.0,24.026,0.804
0.051,0.1,0.048,0.0,0.0,0.0,0.051,0.1,0.048
0.85,0.416,5.97,,,,0.85,0.416,5.97
