RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
15.046,35.986,9.02,0.0,0.0,0.0,15.046,35.986,9.02
0.124,0.159,0.123,0.0,0.0,0.0,0.124,0.159,0.123
0.824,0.442,1.364,,,,0.824,0.442,1.364
