RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.239,2.61,2.132,0.492,2.201,0.0,2.731,4.811,2.132
0.084,0.097,0.082,0.018,0.079,0.0,0.099,0.165,0.082
3.752,3.716,3.846,3.659,3.589,,3.625,3.43,3.846
