RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.914,18.979,2.154,0.0,0.0,0.0,5.914,18.979,2.154
0.118,0.291,0.097,0.0,0.0,0.0,0.118,0.291,0.097
1.995,1.533,4.503,,,,1.995,1.533,4.503
