RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.671,4.37,2.181,0.0,0.0,0.0,2.671,4.37,2.181
0.073,0.132,0.062,0.0,0.0,0.0,0.073,0.132,0.062
2.733,3.021,2.843,,,,2.733,3.021,2.843
