RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.673,0.95,5.745,0.004,0.017,0.0,4.677,0.966,5.745
0.09,0.047,0.108,0.001,0.003,0.0,0.089,0.047,0.108
1.926,4.947,1.88,25.0,17.647,,1.903,4.865,1.88
