RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.762,1.038,4.546,0.005,0.023,0.0,3.767,1.06,4.546
0.082,0.051,0.097,0.001,0.003,0.0,0.082,0.052,0.097
2.18,4.913,2.134,20.0,13.043,,2.177,4.906,2.134
