RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.299,3.806,1.995,0.002,0.0,0.002,2.301,3.806,1.997
0.1,0.203,0.082,0.0,0.0,0.0,0.1,0.203,0.082
4.35,5.334,4.11,0.0,,0.0,4.346,5.334,4.106
