RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.932,19.049,2.157,0.0,0.0,0.0,5.932,19.049,2.157
0.118,0.292,0.097,0.0,0.0,0.0,0.118,0.292,0.097
1.989,1.533,4.497,,,,1.989,1.533,4.497
