RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
0.0,0.0,0.0,14.341,19.85,12.755,14.341,19.85,12.755
0.0,0.0,0.0,0.528,0.499,0.546,0.528,0.499,0.546
,,,3.682,2.514,4.281,3.682,2.514,4.281
