RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
16.449,31.242,12.41,0.0,0.0,0.0,16.449,31.242,12.41
0.031,0.052,0.033,0.0,0.0,0.0,0.031,0.052,0.033
0.188,0.166,0.266,,,,0.188,0.166,0.266
