RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.608,4.166,4.735,0.177,0.791,0.0,4.785,4.958,4.735
0.138,0.146,0.146,0.006,0.028,0.0,0.143,0.168,0.146
2.995,3.505,3.083,3.39,3.54,,2.989,3.388,3.083
