RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
14.808,19.489,13.461,3.924,17.562,0.0,18.732,37.051,13.461
0.266,0.392,0.237,0.051,0.228,0.0,0.303,0.565,0.237
1.796,2.011,1.761,1.3,1.298,,1.618,1.525,1.761
