RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.454,7.035,3.71,17.585,41.81,10.602,22.039,48.845,14.312
0.109,0.167,0.098,0.208,0.078,0.253,0.285,0.195,0.311
2.447,2.374,2.642,1.183,0.187,2.386,1.293,0.399,2.173
