RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
0.366,0.72,0.269,0.0,0.0,0.0,0.366,0.72,0.269
0.05,0.084,0.043,0.0,0.0,0.0,0.05,0.084,0.043
13.661,11.667,15.985,,,,13.661,11.667,15.985
