RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
9.522,18.553,6.924,0.0,0.0,0.0,9.522,18.553,6.924
0.131,0.202,0.124,0.0,0.0,0.0,0.131,0.202,0.124
1.376,1.089,1.791,,,,1.376,1.089,1.791
